反復回数n,x1,f(x1)
1070,1.070000,-0.412466
1071,1.071000,-0.410654
1072,1.072000,-0.408843
1073,1.073000,-0.407032
1074,1.074000,-0.405222
1075,1.075000,-0.403412
1076,1.076000,-0.401602
1077,1.077000,-0.399793
1078,1.078000,-0.397984
1079,1.079000,-0.396175
1080,1.080000,-0.394367
1081,1.081000,-0.392560
1082,1.082000,-0.390752
1083,1.083000,-0.388945
1084,1.084000,-0.387139
1085,1.085000,-0.385333
1086,1.086000,-0.383527
1087,1.087000,-0.381722
1088,1.088000,-0.379917
1089,1.089000,-0.378112
1090,1.090000,-0.376308
1091,1.091000,-0.374504
1092,1.092000,-0.372700
1093,1.093000,-0.370897
1094,1.094000,-0.369094
1095,1.095000,-0.367292
1096,1.096000,-0.365490
1097,1.097000,-0.363689
1098,1.098000,-0.361887
1099,1.099000,-0.360086
1100,1.100000,-0.358286
1101,1.101000,-0.356486
1102,1.102000,-0.354686
1103,1.103000,-0.352887
1104,1.104000,-0.351088
1105,1.105000,-0.349289
1106,1.106000,-0.347491
1107,1.107000,-0.345693
1108,1.108000,-0.343895
1109,1.109000,-0.342098
1110,1.110000,-0.340302
1111,1.111000,-0.338505
1112,1.112000,-0.336709
1113,1.113000,-0.334913
1114,1.114000,-0.333118
1115,1.115000,-0.331323
1116,1.116000,-0.329528
1117,1.117000,-0.327734
1118,1.118000,-0.325940
1119,1.119000,-0.324147
1120,1.120000,-0.322354
1121,1.121000,-0.320561
1122,1.122000,-0.318769
1123,1.123000,-0.316977
1124,1.124000,-0.315185
1125,1.125000,-0.313393
1126,1.126000,-0.311603
1127,1.127000,-0.309812
1128,1.128000,-0.308022
1129,1.129000,-0.306232
1130,1.130000,-0.304442
1131,1.131000,-0.302653
1132,1.132000,-0.300864
1133,1.133000,-0.299076
1134,1.134000,-0.297288
1135,1.135000,-0.295500
1136,1.136000,-0.293712
1137,1.137000,-0.291925
1138,1.138000,-0.290139
1139,1.139000,-0.288352
1140,1.140000,-0.286566
1141,1.141000,-0.284781
1142,1.142000,-0.282995
1143,1.143000,-0.281210
1144,1.144000,-0.279426
1145,1.145000,-0.277641
1146,1.146000,-0.275858
1147,1.147000,-0.274074
1148,1.148000,-0.272291
1149,1.149000,-0.270508
1150,1.150000,-0.268725
1151,1.151000,-0.266943
1152,1.152000,-0.265162
1153,1.153000,-0.263380
1154,1.154000,-0.261599
1155,1.155000,-0.259818
1156,1.156000,-0.258038
1157,1.157000,-0.256258
1158,1.158000,-0.254478
1159,1.159000,-0.252699
1160,1.160000,-0.250920
1161,1.161000,-0.249141
1162,1.162000,-0.247362
1163,1.163000,-0.245584
1164,1.164000,-0.243807
1165,1.165000,-0.242029
1166,1.166000,-0.240252
1167,1.167000,-0.238476
1168,1.168000,-0.236700
1169,1.169000,-0.234924
1170,1.170000,-0.233148
1171,1.171000,-0.231373
1172,1.172000,-0.229598
1173,1.173000,-0.227823
1174,1.174000,-0.226049
1175,1.175000,-0.224275
1176,1.176000,-0.222501
1177,1.177000,-0.220728
1178,1.178000,-0.218955
1179,1.179000,-0.217183
1180,1.180000,-0.215410
1181,1.181000,-0.213638
1182,1.182000,-0.211867
1183,1.183000,-0.210096
1184,1.184000,-0.208325
1185,1.185000,-0.206554
1186,1.186000,-0.204784
1187,1.187000,-0.203014
1188,1.188000,-0.201245
1189,1.189000,-0.199475
1190,1.190000,-0.197707
1191,1.191000,-0.195938
1192,1.192000,-0.194170
1193,1.193000,-0.192402
1194,1.194000,-0.190634
1195,1.195000,-0.188867
1196,1.196000,-0.187100
1197,1.197000,-0.185334
1198,1.198000,-0.183568
1199,1.199000,-0.181802
1200,1.200000,-0.180036
1201,1.201000,-0.178271
1202,1.202000,-0.176506
1203,1.203000,-0.174742
1204,1.204000,-0.172977
1205,1.205000,-0.171213
1206,1.206000,-0.169450
1207,1.207000,-0.167687
1208,1.208000,-0.165924
1209,1.209000,-0.164161
1210,1.210000,-0.162399
1211,1.211000,-0.160637
1212,1.212000,-0.158876
1213,1.213000,-0.157114
1214,1.214000,-0.155353
1215,1.215000,-0.153593
1216,1.216000,-0.151833
1217,1.217000,-0.150073
1218,1.218000,-0.148313
1219,1.219000,-0.146554
1220,1.220000,-0.144795
1221,1.221000,-0.143036
1222,1.222000,-0.141278
1223,1.223000,-0.139520
1224,1.224000,-0.137762
1225,1.225000,-0.136005
1226,1.226000,-0.134248
1227,1.227000,-0.132492
1228,1.228000,-0.130735
1229,1.229000,-0.128979
1230,1.230000,-0.127224
1231,1.231000,-0.125468
1232,1.232000,-0.123713
1233,1.233000,-0.121959
1234,1.234000,-0.120204
1235,1.235000,-0.118450
1236,1.236000,-0.116696
1237,1.237000,-0.114943
1238,1.238000,-0.113190
1239,1.239000,-0.111437
1240,1.240000,-0.109685
1241,1.241000,-0.107933
1242,1.242000,-0.106181
1243,1.243000,-0.104430
1244,1.244000,-0.102679
1245,1.245000,-0.100928
1246,1.246000,-0.099177
1247,1.247000,-0.097427
1248,1.248000,-0.095677
1249,1.249000,-0.093928
1250,1.250000,-0.092179
1251,1.251000,-0.090430
1252,1.252000,-0.088681
1253,1.253000,-0.086933
1254,1.254000,-0.085185
1255,1.255000,-0.083438
1256,1.256000,-0.081691
1257,1.257000,-0.079944
1258,1.258000,-0.078197
1259,1.259000,-0.076451
1260,1.260000,-0.074705
1261,1.261000,-0.072960
1262,1.262000,-0.071214
1263,1.263000,-0.069469
1264,1.264000,-0.067725
1265,1.265000,-0.065981
1266,1.266000,-0.064237
1267,1.267000,-0.062493
1268,1.268000,-0.060750
1269,1.269000,-0.059007
1270,1.270000,-0.057264
1271,1.271000,-0.055522
1272,1.272000,-0.053780
1273,1.273000,-0.052038
1274,1.274000,-0.050297
1275,1.275000,-0.048556
1276,1.276000,-0.046815
1277,1.277000,-0.045074
1278,1.278000,-0.043334
1279,1.279000,-0.041595
1280,1.280000,-0.039855
1281,1.281000,-0.038116
1282,1.282000,-0.036377
1283,1.283000,-0.034639
1284,1.284000,-0.032901
1285,1.285000,-0.031163
1286,1.286000,-0.029425
1287,1.287000,-0.027688
1288,1.288000,-0.025951
1289,1.289000,-0.024215
1290,1.290000,-0.022479
1291,1.291000,-0.020743
1292,1.292000,-0.019007
1293,1.293000,-0.017272
1294,1.294000,-0.015537
1295,1.295000,-0.013803
1296,1.296000,-0.012068
1297,1.297000,-0.010334
1298,1.298000,-0.008601
1299,1.299000,-0.006868
1300,1.300000,-0.005135
1301,1.301000,-0.003402
1302,1.302000,-0.001670
f(x) = log(x) - cos(x) = 0

直接探索法による近似解: 1.302000

処理時間,0.006418秒
